YearStart,LocationAbbr,LocationDesc,Topic,Data_Value,Sample_Size,Age(years),Gender,Race/Ethnicity
2011,AL,Alabama,Fruits and Vegetables - Behavior,37.4,57,,,2 or more races
2011,AL,Alabama,Fruits and Vegetables - Behavior,39.5,1883,,,Non-Hispanic Black
2011,AL,Alabama,Fruits and Vegetables - Behavior,39.7,1148,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,40.1,4792,,Female,
2011,AL,Alabama,Fruits and Vegetables - Behavior,40.1,852,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,41.2,1912,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,41.6,64,,,American Indian/Alaska Native
2011,AL,Alabama,Fruits and Vegetables - Behavior,41.8,1673,55 - 64,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,41.8,792,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,43.1,620,25 - 34,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,43.9,1340,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,44.8,1276,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,45,355,18 - 24,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,45.5,749,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,45.8,4975,,,Non-Hispanic White
2011,AL,Alabama,Fruits and Vegetables - Behavior,46.9,2356,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,47.6,1299,45 - 54,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,47.9,2439,,Male,
2011,AL,Alabama,Fruits and Vegetables - Behavior,50.1,876,35 - 44,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,51.4,1105,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,51.8,1074,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Asian
2011,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Hawaiian/Pacific Islander
2011,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Other
2011,AL,Alabama,Fruits and Vegetables - Behavior,24.3,7135,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,26.6,2422,,Male,
2011,AL,Alabama,Fruits and Vegetables - Behavior,22.3,4713,,Female,
2011,AL,Alabama,Fruits and Vegetables - Behavior,34.5,1073,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,27.1,2322,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,20.8,1899,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,16,1826,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,31.4,361,18 - 24,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,25.6,611,25 - 34,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,23.8,869,35 - 44,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,23.7,1282,45 - 54,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,21.6,1664,55 - 64,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,21.6,2348,65 or older,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,35.5,1063,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,27.7,1326,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,29.4,738,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,19.7,849,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,19.9,793,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,14,1137,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,26,1229,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,20.7,4913,,,Non-Hispanic White
2011,AL,Alabama,Fruits and Vegetables - Behavior,36.1,1853,,,Non-Hispanic Black
2011,AL,Alabama,Fruits and Vegetables - Behavior,11.3,108,,,Hispanic
2011,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Asian
2011,AL,Alabama,Physical Activity - Behavior,32.2,1869,,,
2011,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Hawaiian/Pacific Islander
2011,AL,Alabama,Fruits and Vegetables - Behavior,27.3,63,,,American Indian/Alaska Native
2011,AL,Alabama,Fruits and Vegetables - Behavior,22.1,55,,,2 or more races
2011,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Other
2011,AL,Alabama,Physical Activity - Behavior,42.4,7191,,,
2011,AL,Alabama,Physical Activity - Behavior,45.4,2441,,Male,
2011,AL,Alabama,Physical Activity - Behavior,39.6,4750,,Female,
2011,AL,Alabama,Physical Activity - Behavior,31.5,1118,,,
2011,AL,Alabama,Physical Activity - Behavior,40.8,2326,,,
2011,AL,Alabama,Physical Activity - Behavior,44,1921,,,
2011,AL,Alabama,Physical Activity - Behavior,52.6,1813,,,
2011,AL,Alabama,Physical Activity - Behavior,49.4,352,18 - 24,,
2011,AL,Alabama,Physical Activity - Behavior,41.9,611,25 - 34,,
2011,AL,Alabama,Physical Activity - Behavior,41.8,856,35 - 44,,
2011,AL,Alabama,Physical Activity - Behavior,25.4,1950,,,
2011,AL,Alabama,Physical Activity - Behavior,39.3,1277,45 - 54,,
2011,AL,Alabama,Physical Activity - Behavior,16.8,1721,55 - 64,,
2011,AL,Alabama,Physical Activity - Behavior,40.2,1660,55 - 64,,
2011,AL,Alabama,Physical Activity - Behavior,43.4,2435,65 or older,,
2011,AL,Alabama,Physical Activity - Behavior,38.8,1061,,,
2011,AL,Alabama,Physical Activity - Behavior,36.7,1346,,,
2011,AL,Alabama,Physical Activity - Behavior,39.3,742,,,
2011,AL,Alabama,Physical Activity - Behavior,48.7,853,,,
2011,AL,Alabama,Physical Activity - Behavior,41.3,786,,,
2011,AL,Alabama,Physical Activity - Behavior,53.5,1133,,,
2011,AL,Alabama,Physical Activity - Behavior,37.9,1270,,,
2011,AL,Alabama,Physical Activity - Behavior,43,4968,,,Non-Hispanic White
2011,AL,Alabama,Physical Activity - Behavior,40.6,1863,,,Non-Hispanic Black
2011,AL,Alabama,Physical Activity - Behavior,37.9,107,,,Hispanic
2011,AL,Alabama,Physical Activity - Behavior,,,,,Asian
2011,AL,Alabama,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2011,AL,Alabama,Physical Activity - Behavior,43.8,64,,,American Indian/Alaska Native
2011,AL,Alabama,Physical Activity - Behavior,43.1,55,,,2 or more races
2011,AL,Alabama,Physical Activity - Behavior,,,,,Other
2011,AL,Alabama,Physical Activity - Behavior,15,7145,,,
2011,AL,Alabama,Physical Activity - Behavior,17.3,2424,,Male,
2011,AL,Alabama,Physical Activity - Behavior,12.8,4721,,Female,
2011,AL,Alabama,Physical Activity - Behavior,7.7,1111,,,
2011,AL,Alabama,Physical Activity - Behavior,13.2,2307,,,
2011,AL,Alabama,Physical Activity - Behavior,16.3,1905,,,
2011,AL,Alabama,Physical Activity - Behavior,22.6,1810,,,
2011,AL,Alabama,Physical Activity - Behavior,27.2,351,18 - 24,,
2011,AL,Alabama,Physical Activity - Behavior,16.3,608,25 - 34,,
2011,AL,Alabama,Physical Activity - Behavior,17,851,35 - 44,,
2011,AL,Alabama,Physical Activity - Behavior,12.4,1274,45 - 54,,
2011,AL,Alabama,Physical Activity - Behavior,9.5,1653,55 - 64,,
2011,AL,Alabama,Physical Activity - Behavior,10.7,2408,65 or older,,
2011,AL,Alabama,Physical Activity - Behavior,11.1,1055,,,
2011,AL,Alabama,Physical Activity - Behavior,10.9,1339,,,
2011,AL,Alabama,Physical Activity - Behavior,12,740,,,
2011,AL,Alabama,Physical Activity - Behavior,16.5,846,,,
2011,AL,Alabama,Physical Activity - Behavior,16.4,784,,,
2011,AL,Alabama,Physical Activity - Behavior,21.2,1131,,,
2011,AL,Alabama,Physical Activity - Behavior,15.6,1250,,,
2011,AL,Alabama,Physical Activity - Behavior,14.3,4938,,,Non-Hispanic White
2011,AL,Alabama,Physical Activity - Behavior,16.3,1851,,,Non-Hispanic Black
2011,AL,Alabama,Physical Activity - Behavior,13,106,,,Hispanic
2011,AL,Alabama,Physical Activity - Behavior,,,,,Asian
2011,AL,Alabama,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2011,AL,Alabama,Physical Activity - Behavior,15.3,63,,,American Indian/Alaska Native
2011,AL,Alabama,Physical Activity - Behavior,23.2,54,,,2 or more races
2011,AL,Alabama,Physical Activity - Behavior,,,,,Other
2011,AL,Alabama,Physical Activity - Behavior,23.9,7152,,,
2011,AL,Alabama,Physical Activity - Behavior,25.3,2429,,Male,
2011,AL,Alabama,Physical Activity - Behavior,22.7,4723,,Female,
2011,AL,Alabama,Physical Activity - Behavior,19.9,1111,,,
2011,AL,Alabama,Physical Activity - Behavior,22.6,2307,,,
2011,AL,Alabama,Physical Activity - Behavior,25.5,1916,,,
2011,AL,Alabama,Physical Activity - Behavior,27.3,1805,,,
2011,AL,Alabama,Physical Activity - Behavior,25.8,352,18 - 24,,
2012,US,National,Obesity / Weight Status,27.4,257190,,Female,
2011,AL,Alabama,Physical Activity - Behavior,20.9,609,25 - 34,,
2011,AL,Alabama,Physical Activity - Behavior,22.8,854,35 - 44,,
2011,AL,Alabama,Physical Activity - Behavior,22.1,1275,45 - 54,,
2011,AL,Alabama,Physical Activity - Behavior,23.5,1649,55 - 64,,
2011,AL,Alabama,Physical Activity - Behavior,28.7,2413,65 or older,,
2011,AL,Alabama,Physical Activity - Behavior,22.3,1054,,,
2011,AL,Alabama,Physical Activity - Behavior,19.6,1338,,,
2011,AL,Alabama,Physical Activity - Behavior,25,742,,,
2011,AL,Alabama,Physical Activity - Behavior,28.3,847,,,
2011,AL,Alabama,Physical Activity - Behavior,23.2,780,,,
2011,AL,Alabama,Physical Activity - Behavior,28.5,1132,,,
2011,AL,Alabama,Physical Activity - Behavior,22,1259,,,
2011,AL,Alabama,Physical Activity - Behavior,24.4,4942,,,Non-Hispanic White
2011,AL,Alabama,Physical Activity - Behavior,22,1853,,,Non-Hispanic Black
2011,AL,Alabama,Physical Activity - Behavior,24.4,106,,,Hispanic
2011,AL,Alabama,Physical Activity - Behavior,,,,,Asian
2011,AL,Alabama,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2011,AL,Alabama,Physical Activity - Behavior,23.4,64,,,American Indian/Alaska Native
2011,AL,Alabama,Physical Activity - Behavior,29.1,55,,,2 or more races
2011,AL,Alabama,Physical Activity - Behavior,,,,,Other
2011,AL,Alabama,Physical Activity - Behavior,23.4,757,,,
2011,AL,Alabama,Physical Activity - Behavior,24.7,7415,,,
2011,AL,Alabama,Physical Activity - Behavior,30.1,2513,,Male,
2011,AL,Alabama,Physical Activity - Behavior,19.8,4902,,Female,
2011,AL,Alabama,Physical Activity - Behavior,18.8,1165,,,
2011,AL,Alabama,Physical Activity - Behavior,22.9,2417,,,
2011,AL,Alabama,Physical Activity - Behavior,41.6,365,18 - 24,,
2011,AL,Alabama,Physical Activity - Behavior,18.1,1102,,,
2011,AL,Alabama,Physical Activity - Behavior,28.3,882,35 - 44,,
2011,AL,Alabama,Physical Activity - Behavior,,,,,Other
2011,AL,Alabama,Physical Activity - Behavior,20.6,65,,,American Indian/Alaska Native
2011,AL,Alabama,Physical Activity - Behavior,,,,,Asian
2011,AL,Alabama,Physical Activity - Behavior,28.3,1928,,,Non-Hispanic Black
2011,AL,Alabama,Physical Activity - Behavior,26.2,1349,,,
2011,AL,Alabama,Physical Activity - Behavior,28.8,803,,,
2011,AL,Alabama,Physical Activity - Behavior,37.6,57,,,2 or more races
2011,AL,Alabama,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2011,AL,Alabama,Physical Activity - Behavior,21.4,113,,,Hispanic
2011,AL,Alabama,Physical Activity - Behavior,23.2,5099,,,Non-Hispanic White
2011,AL,Alabama,Physical Activity - Behavior,29.4,1158,,,
2011,AL,Alabama,Physical Activity - Behavior,27,868,,,
2011,AL,Alabama,Physical Activity - Behavior,20.2,1378,,,
2011,AL,Alabama,Physical Activity - Behavior,17.7,2512,65 or older,,
2011,AL,Alabama,Physical Activity - Behavior,20.3,1312,45 - 54,,
2011,AL,Alabama,Physical Activity - Behavior,28.3,623,25 - 34,,
2011,AL,Alabama,Physical Activity - Behavior,32.6,7470,,,
2011,AL,Alabama,Physical Activity - Behavior,29.6,2531,,Male,
2011,AL,Alabama,Physical Activity - Behavior,35.3,4939,,Female,
2011,AL,Alabama,Physical Activity - Behavior,46.3,1174,,,
2011,AL,Alabama,Physical Activity - Behavior,33.5,2440,,,
2011,AL,Alabama,Physical Activity - Behavior,31.6,1967,,,
2011,AL,Alabama,Physical Activity - Behavior,19.6,1874,,,
2011,AL,Alabama,Physical Activity - Behavior,22.5,369,18 - 24,,
2011,AL,Alabama,Physical Activity - Behavior,27.2,628,25 - 34,,
2011,AL,Alabama,Physical Activity - Behavior,29.8,887,35 - 44,,
2011,AL,Alabama,Physical Activity - Behavior,35.3,1316,45 - 54,,
2011,AL,Alabama,Physical Activity - Behavior,37.9,1729,55 - 64,,
2011,AL,Alabama,Physical Activity - Behavior,39.8,2541,65 or older,,
2011,AL,Alabama,Physical Activity - Behavior,38.5,1113,,,
2011,AL,Alabama,Physical Activity - Behavior,38.6,1386,,,
2011,AL,Alabama,Physical Activity - Behavior,35.2,760,,,
2011,AL,Alabama,Physical Activity - Behavior,27.9,874,,,
2011,AL,Alabama,Physical Activity - Behavior,25.6,805,,,
2012,US,National,Obesity / Weight Status,9.7,8252,,,Asian
2011,AL,Alabama,Physical Activity - Behavior,20.8,1164,,,
2011,AL,Alabama,Physical Activity - Behavior,39.5,1368,,,
2011,AL,Alabama,Physical Activity - Behavior,31.5,5135,,,Non-Hispanic White
2011,AL,Alabama,Physical Activity - Behavior,34.8,1943,,,Non-Hispanic Black
2011,AL,Alabama,Physical Activity - Behavior,42.5,115,,,Hispanic
2011,AL,Alabama,Physical Activity - Behavior,,,,,Asian
2011,AL,Alabama,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2011,AL,Alabama,Physical Activity - Behavior,41.6,66,,,American Indian/Alaska Native
2011,AL,Alabama,Physical Activity - Behavior,20.1,58,,,2 or more races
2011,AL,Alabama,Physical Activity - Behavior,,,,,Other
2012,AL,Alabama,Obesity / Weight Status,31.8,3016,,Male,
2012,AL,Alabama,Obesity / Weight Status,34.1,5635,,Female,
2012,AL,Alabama,Obesity / Weight Status,23.9,363,18 - 24,,
2012,AL,Alabama,Obesity / Weight Status,31.3,731,25 - 34,,
2012,AL,Alabama,Obesity / Weight Status,34.1,964,35 - 44,,
2012,AL,Alabama,Obesity / Weight Status,39.7,1433,45 - 54,,
2012,AL,Alabama,Obesity / Weight Status,40.3,2081,55 - 64,,
2012,AL,Alabama,Obesity / Weight Status,26.9,3034,65 or older,,
2012,AL,Alabama,Obesity / Weight Status,30.1,6024,,,Non-Hispanic White
2012,AL,Alabama,Obesity / Weight Status,44.1,2165,,,Non-Hispanic Black
2012,AL,Alabama,Obesity / Weight Status,24.1,132,,,Hispanic
2012,AL,Alabama,Physical Activity - Behavior,30.4,5958,,Female,
2012,AL,Alabama,Obesity / Weight Status,,,,,Asian
2012,AL,Alabama,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2012,AL,Alabama,Obesity / Weight Status,26.5,81,,,American Indian/Alaska Native
2012,AL,Alabama,Obesity / Weight Status,18.5,87,,,2 or more races
2012,AL,Alabama,Obesity / Weight Status,24.4,54,,,Other
2012,AL,Alabama,Obesity / Weight Status,39.7,3016,,Male,
2012,AL,Alabama,Obesity / Weight Status,30.1,5635,,Female,
2012,AL,Alabama,Obesity / Weight Status,26.4,363,18 - 24,,
2012,AL,Alabama,Obesity / Weight Status,35,731,25 - 34,,
2012,AL,Alabama,Obesity / Weight Status,34.2,964,35 - 44,,
2012,AL,Alabama,Obesity / Weight Status,35,1433,45 - 54,,
2012,AL,Alabama,Obesity / Weight Status,35.3,2081,55 - 64,,
2012,AL,Alabama,Obesity / Weight Status,40.2,3034,65 or older,,
2014,AL,Alabama,Obesity / Weight Status,32.9,5156,,Female,
2012,AL,Alabama,Obesity / Weight Status,35.5,6024,,,Non-Hispanic White
2012,AL,Alabama,Obesity / Weight Status,31.2,2165,,,Non-Hispanic Black
2012,AL,Alabama,Obesity / Weight Status,34.3,132,,,Hispanic
2012,AL,Alabama,Obesity / Weight Status,,,,,Asian
2012,AL,Alabama,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2012,AL,Alabama,Obesity / Weight Status,31.6,81,,,American Indian/Alaska Native
2012,AL,Alabama,Obesity / Weight Status,51.4,87,,,2 or more races
2012,AL,Alabama,Obesity / Weight Status,42.4,54,,,Other
2012,US,National,Obesity / Weight Status,28,185040,,Male,
2012,AL,Alabama,Physical Activity - Behavior,23.7,3056,,Male,
2012,AL,Alabama,Physical Activity - Behavior,15.2,385,18 - 24,,
2012,AL,Alabama,Physical Activity - Behavior,21.4,769,25 - 34,,
2012,AL,Alabama,Physical Activity - Behavior,27.9,999,35 - 44,,
2012,AL,Alabama,Physical Activity - Behavior,29.6,1472,45 - 54,,
2012,AL,Alabama,Physical Activity - Behavior,34.2,2156,55 - 64,,
2012,AL,Alabama,Physical Activity - Behavior,32,3155,65 or older,,
2012,AL,Alabama,Physical Activity - Behavior,26.6,6241,,,Non-Hispanic White
2012,AL,Alabama,Physical Activity - Behavior,30.2,2287,,,Non-Hispanic Black
2012,AL,Alabama,Physical Activity - Behavior,21.5,136,,,Hispanic
2012,AL,Alabama,Physical Activity - Behavior,,,,,Asian
2012,AL,Alabama,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2012,AL,Alabama,Physical Activity - Behavior,30.7,81,,,American Indian/Alaska Native
2012,AL,Alabama,Physical Activity - Behavior,17.8,91,,,2 or more races
2012,AL,Alabama,Physical Activity - Behavior,30.2,55,,,Other
2013,AL,Alabama,Obesity / Weight Status,32.4,6244,,,
2013,AL,Alabama,Obesity / Weight Status,30.9,2179,,Male,
2013,AL,Alabama,Obesity / Weight Status,34,4065,,Female,
2013,AL,Alabama,Obesity / Weight Status,33.8,766,,,
2013,AL,Alabama,Obesity / Weight Status,32.1,1994,,,
2013,AL,Alabama,Obesity / Weight Status,35.2,1813,,,
2013,AL,Alabama,Obesity / Weight Status,27.6,1658,,,
2013,AL,Alabama,Obesity / Weight Status,19,264,18 - 24,,
2013,AL,Alabama,Obesity / Weight Status,30.4,491,25 - 34,,
2013,AL,Alabama,Obesity / Weight Status,36.7,649,35 - 44,,
2013,AL,Alabama,Obesity / Weight Status,40,1003,45 - 54,,
2013,AL,Alabama,Obesity / Weight Status,37.1,1509,55 - 64,,
2013,AL,Alabama,Obesity / Weight Status,28.4,2328,65 or older,,
2013,AL,Alabama,Obesity / Weight Status,37.2,882,,,
2014,AL,Alabama,Obesity / Weight Status,35.1,1886,55 - 64,,
2013,AL,Alabama,Obesity / Weight Status,36.6,1115,,,
2013,AL,Alabama,Obesity / Weight Status,33.1,588,,,
2013,AL,Alabama,Obesity / Weight Status,31.1,656,,,
2013,AL,Alabama,Obesity / Weight Status,35.8,719,,,
2013,AL,Alabama,Obesity / Weight Status,26.9,1029,,,
2013,AL,Alabama,Obesity / Weight Status,28.9,1255,,,
2013,AL,Alabama,Obesity / Weight Status,29.6,4453,,,Non-Hispanic White
2013,AL,Alabama,Obesity / Weight Status,41.3,1506,,,Non-Hispanic Black
2013,AL,Alabama,Obesity / Weight Status,28.2,57,,,Hispanic
2013,AL,Alabama,Obesity / Weight Status,,,,,Asian
2013,AL,Alabama,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2013,AL,Alabama,Obesity / Weight Status,46.2,74,,,American Indian/Alaska Native
2013,AL,Alabama,Obesity / Weight Status,,,,,2 or more races
2013,AL,Alabama,Obesity / Weight Status,,,,,Other
2013,AL,Alabama,Obesity / Weight Status,35.7,6244,,,
2013,AL,Alabama,Obesity / Weight Status,40.8,2179,,Male,
2013,AL,Alabama,Obesity / Weight Status,30.9,4065,,Female,
2013,AL,Alabama,Obesity / Weight Status,35.3,766,,,
2013,AL,Alabama,Obesity / Weight Status,36.1,1994,,,
2013,AL,Alabama,Obesity / Weight Status,33.6,1813,,,
2013,AL,Alabama,Obesity / Weight Status,38.9,1658,,,
2013,AL,Alabama,Obesity / Weight Status,24.8,264,18 - 24,,
2013,AL,Alabama,Obesity / Weight Status,38.6,491,25 - 34,,
2013,AL,Alabama,Obesity / Weight Status,32.2,649,35 - 44,,
2013,AL,Alabama,Obesity / Weight Status,35.1,1003,45 - 54,,
2013,AL,Alabama,Obesity / Weight Status,38.4,1509,55 - 64,,
2013,AL,Alabama,Obesity / Weight Status,41.5,2328,65 or older,,
2013,AL,Alabama,Obesity / Weight Status,31.4,882,,,
2013,AL,Alabama,Obesity / Weight Status,33.9,1115,,,
2013,AL,Alabama,Obesity / Weight Status,35.2,588,,,
2013,AL,Alabama,Obesity / Weight Status,40.7,656,,,
2013,AL,Alabama,Obesity / Weight Status,38,719,,,
2015,US,National,Obesity / Weight Status,28.9,398316,,,
2013,AL,Alabama,Obesity / Weight Status,36.7,1029,,,
2013,AL,Alabama,Obesity / Weight Status,35.3,1255,,,
2013,AL,Alabama,Obesity / Weight Status,36,4453,,,Non-Hispanic White
2013,AL,Alabama,Obesity / Weight Status,34.4,1506,,,Non-Hispanic Black
2013,AL,Alabama,Obesity / Weight Status,35.2,57,,,Hispanic
2013,AL,Alabama,Obesity / Weight Status,,,,,Asian
2013,AL,Alabama,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2013,AL,Alabama,Obesity / Weight Status,22.3,74,,,American Indian/Alaska Native
2013,AL,Alabama,Obesity / Weight Status,,,,,2 or more races
2013,AL,Alabama,Obesity / Weight Status,,,,,Other
2013,AL,Alabama,Fruits and Vegetables - Behavior,49.5,1878,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,44.2,1731,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,39.5,1653,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,51.2,246,18 - 24,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,43.3,457,25 - 34,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,48.8,632,35 - 44,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,50.2,971,45 - 54,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,47.1,1470,55 - 64,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,37.6,2199,65 or older,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,49.3,816,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,50.4,1040,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,46.3,572,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,44.8,640,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,45.1,710,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,41.9,1018,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,44.8,1179,,,
2013,AL,Alabama,Fruits and Vegetables - Behavior,47.7,4296,,,Non-Hispanic White
2013,AL,Alabama,Fruits and Vegetables - Behavior,42.7,1399,,,Non-Hispanic Black
2013,AL,Alabama,Fruits and Vegetables - Behavior,39.4,57,,,Hispanic
2013,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Asian
2013,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Hawaiian/Pacific Islander
2013,AL,Alabama,Fruits and Vegetables - Behavior,51,71,,,American Indian/Alaska Native
2013,AL,Alabama,Fruits and Vegetables - Behavior,,,,,2 or more races
2013,AL,Alabama,Fruits and Vegetables - Behavior,,,,,Other
